# x	y	u	v	mask
262.0000	 58.0000	-47.7272	 47.7272	  0.0000
274.0000	 58.0000	     nan	     nan	  1.0000
286.0000	 58.0000	  7.5591	 -8.4157	  0.0000
298.0000	 58.0000	-92.1156	 13.7934	  0.0000
310.0000	 58.0000	-13.9505	 18.2273	  0.0000
322.0000	 58.0000	-59.4687	-31.3230	  0.0000
334.0000	 58.0000	-11.0593	 11.7783	  0.0000
346.0000	 58.0000	 -3.2585	  8.2202	  0.0000
358.0000	 58.0000	-15.0000	 39.9538	  0.0000
370.0000	 58.0000	     nan	     nan	  1.0000
382.0000	 58.0000	 -0.9984	 21.7034	  0.0000
394.0000	 58.0000	     nan	     nan	  1.0000
406.0000	 58.0000	 30.0000	 85.0000	  0.0000
418.0000	 58.0000	 15.0000	-75.0000	  0.0000
430.0000	 58.0000	 15.0000	 65.0000	  0.0000
442.0000	 58.0000	  5.0000	 65.0000	  0.0000
454.0000	 58.0000	     nan	     nan	  1.0000
466.0000	 58.0000	     nan	     nan	  1.0000
478.0000	 58.0000	     nan	     nan	  1.0000
490.0000	 58.0000	     nan	     nan	  1.0000
502.0000	 58.0000	     nan	     nan	  1.0000
 10.0000	 46.0000	     nan	     nan	  1.0000
 22.0000	 46.0000	     nan	     nan	  1.0000
 34.0000	 46.0000	     nan	     nan	  1.0000
 46.0000	 46.0000	     nan	     nan	  1.0000
 58.0000	 46.0000	     nan	     nan	  1.0000
 70.0000	 46.0000	-50.0000	 50.0000	  0.0000
 82.0000	 46.0000	     nan	     nan	  1.0000
 94.0000	 46.0000	     nan	     nan	  1.0000
106.0000	 46.0000	     nan	     nan	  1.0000
118.0000	 46.0000	     nan	     nan	  1.0000
130.0000	 46.0000	     nan	     nan	  1.0000
142.0000	 46.0000	     nan	     nan	  1.0000
154.0000	 46.0000	     nan	     nan	  1.0000
166.0000	 46.0000	     nan	     nan	  1.0000
178.0000	 46.0000	     nan	     nan	  1.0000
190.0000	 46.0000	     nan	     nan	  1.0000
202.0000	 46.0000	 25.0000	 41.5144	  0.0000
214.0000	 46.0000	-50.0000	 32.3917	  0.0000
226.0000	 46.0000	     nan	     nan	  1.0000
238.0000	 46.0000	     nan	     nan	  1.0000
250.0000	 46.0000	     nan	     nan	  1.0000
262.0000	 46.0000	 66.3588	 62.6965	  0.0000
274.0000	 46.0000	     nan	     nan	  1.0000
286.0000	 46.0000	     nan	     nan	  1.0000
298.0000	 46.0000	     nan	     nan	  1.0000
310.0000	 46.0000	-51.7969	 50.8238	  0.0000
322.0000	 46.0000	     nan	     nan	  1.0000
334.0000	 46.0000	-93.5627	 48.1451	  0.0000
346.0000	 46.0000	-66.3937	-41.8949	  0.0000
358.0000	 46.0000	     nan	     nan	  1.0000
370.0000	 46.0000	-88.6010	 45.0000	  0.0000
382.0000	 46.0000	     nan	     nan	  1.0000
394.0000	 46.0000	     nan	     nan	  1.0000
406.0000	 46.0000	-40.0000	 70.0000	  0.0000
418.0000	 46.0000	-47.9704	 75.0000	  0.0000
430.0000	 46.0000	     nan	     nan	  1.0000
442.0000	 46.0000	     nan	     nan	  1.0000
454.0000	 46.0000	     nan	     nan	  1.0000
466.0000	 46.0000	     nan	     nan	  1.0000
478.0000	 46.0000	     nan	     nan	  1.0000
490.0000	 46.0000	 80.0000	-80.0000	  0.0000
502.0000	 46.0000	     nan	     nan	  1.0000
 10.0000	 34.0000	-50.0000	 45.0000	  0.0000
 22.0000	 34.0000	     nan	     nan	  1.0000
 34.0000	 34.0000	     nan	     nan	  1.0000
 46.0000	 34.0000	     nan	     nan	  1.0000
 58.0000	 34.0000	     nan	     nan	  1.0000
 70.0000	 34.0000	 21.1506	-20.0000	  0.0000
 82.0000	 34.0000	 35.0000	-25.0000	  0.0000
 94.0000	 34.0000	     nan	     nan	  1.0000
106.0000	 34.0000	     nan	     nan	  1.0000
118.0000	 34.0000	     nan	     nan	  1.0000
130.0000	 34.0000	     nan	     nan	  1.0000
142.0000	 34.0000	     nan	     nan	  1.0000
154.0000	 34.0000	     nan	     nan	  1.0000
166.0000	 34.0000	     nan	     nan	  1.0000
178.0000	 34.0000	     nan	     nan	  1.0000
190.0000	 34.0000	     nan	     nan	  1.0000
202.0000	 34.0000	 72.0105	 92.1402	  0.0000
214.0000	 34.0000	     nan	     nan	  1.0000
226.0000	 34.0000	-65.0000	 65.0000	  0.0000
238.0000	 34.0000	-58.1419	 27.1597	  0.0000
250.0000	 34.0000	 80.0000	 10.0000	  0.0000
262.0000	 34.0000	     nan	     nan	  1.0000
274.0000	 34.0000	-40.0000	-70.0000	  0.0000
286.0000	 34.0000	 25.0000	-17.9330	  0.0000
298.0000	 34.0000	-52.0846	 80.0000	  0.0000
310.0000	 34.0000	     nan	     nan	  1.0000
322.0000	 34.0000	     nan	     nan	  1.0000
334.0000	 34.0000	-71.1981	-31.5179	  0.0000
346.0000	 34.0000	     nan	     nan	  1.0000
358.0000	 34.0000	 70.0000	-38.3333	  0.0000
370.0000	 34.0000	  0.0000	-75.0000	  0.0000
382.0000	 34.0000	 75.0000	-77.9330	  0.0000
394.0000	 34.0000	     nan	     nan	  1.0000
406.0000	 34.0000	     nan	     nan	  1.0000
418.0000	 34.0000	-82.7473	 80.0000	  0.0000
430.0000	 34.0000	     nan	     nan	  1.0000
442.0000	 34.0000	     nan	     nan	  1.0000
454.0000	 34.0000	-90.0000	 40.0000	  0.0000
466.0000	 34.0000	     nan	     nan	  1.0000
478.0000	 34.0000	     nan	     nan	  1.0000
490.0000	 34.0000	     nan	     nan	  1.0000
502.0000	 34.0000	     nan	     nan	  1.0000
 10.0000	 22.0000	-49.8488	 50.0000	  0.0000
 22.0000	 22.0000	     nan	     nan	  1.0000
 34.0000	 22.0000	     nan	     nan	  1.0000
 46.0000	 22.0000	     nan	     nan	  1.0000
 58.0000	 22.0000	     nan	     nan	  1.0000
 70.0000	 22.0000	 20.0000	 -5.0000	  0.0000
 82.0000	 22.0000	     nan	     nan	  1.0000
 94.0000	 22.0000	     nan	     nan	  1.0000
106.0000	 22.0000	     nan	     nan	  1.0000
118.0000	 22.0000	 21.8982	-50.0000	  0.0000
130.0000	 22.0000	-41.4206	-50.0000	  0.0000
142.0000	 22.0000	     nan	     nan	  1.0000
154.0000	 22.0000	     nan	     nan	  1.0000
166.0000	 22.0000	     nan	     nan	  1.0000
178.0000	 22.0000	     nan	     nan	  1.0000
190.0000	 22.0000	-38.0143	-55.0000	  0.0000
202.0000	 22.0000	     nan	     nan	  1.0000
214.0000	 22.0000	     nan	     nan	  1.0000
226.0000	 22.0000	     nan	     nan	  1.0000
238.0000	 22.0000	 35.0000	 48.0867	  0.0000
250.0000	 22.0000	 13.2814	 45.0000	  0.0000
262.0000	 22.0000	     nan	     nan	  1.0000
274.0000	 22.0000	     nan	     nan	  1.0000
286.0000	 22.0000	 85.0000	 -5.0000	  0.0000
298.0000	 22.0000	 56.9843	-71.6712	  0.0000
310.0000	 22.0000	     nan	     nan	  1.0000
322.0000	 22.0000	 42.7875	 90.0000	  0.0000
334.0000	 22.0000	 25.0000	-27.6958	  0.0000
346.0000	 22.0000	-38.1431	-68.1431	  0.0000
358.0000	 22.0000	     nan	     nan	  1.0000
370.0000	 22.0000	 -2.7875	-61.8298	  0.0000
382.0000	 22.0000	     nan	     nan	  1.0000
394.0000	 22.0000	     nan	     nan	  1.0000
406.0000	 22.0000	     nan	     nan	  1.0000
418.0000	 22.0000	     nan	     nan	  1.0000
430.0000	 22.0000	 10.0000	-50.0000	  0.0000
442.0000	 22.0000	     nan	     nan	  1.0000
454.0000	 22.0000	-90.0000	 35.0000	  0.0000
466.0000	 22.0000	     nan	     nan	  1.0000
478.0000	 22.0000	     nan	     nan	  1.0000
490.0000	 22.0000	     nan	     nan	  1.0000
502.0000	 22.0000	 70.0000	-70.0000	  0.0000
 10.0000	 10.0000	-11.2739	-60.0000	  0.0000
 22.0000	 10.0000	     nan	     nan	  1.0000
 34.0000	 10.0000	     nan	     nan	  1.0000
 46.0000	 10.0000	     nan	     nan	  1.0000
 58.0000	 10.0000	 57.6958	 55.0000	  0.0000
 70.0000	 10.0000	 45.0000	 60.0000	  0.0000
 82.0000	 10.0000	-11.9598	-48.0402	  0.0000
 94.0000	 10.0000	     nan	     nan	  1.0000
106.0000	 10.0000	     nan	     nan	  1.0000
118.0000	 10.0000	 50.0000	 85.0000	  0.0000
130.0000	 10.0000	     nan	     nan	  1.0000
142.0000	 10.0000	     nan	     nan	  1.0000
154.0000	 10.0000	     nan	     nan	  1.0000
166.0000	 10.0000	     nan	     nan	  1.0000
178.0000	 10.0000	  0.0000	-30.0000	  0.0000
190.0000	 10.0000	     nan	     nan	  1.0000
202.0000	 10.0000	     nan	     nan	  1.0000
214.0000	 10.0000	 70.0000	-20.0000	  0.0000
226.0000	 10.0000	 29.1124	-58.8491	  0.0000
238.0000	 10.0000	 29.1128	-58.8495	  0.0000
250.0000	 10.0000	     nan	     nan	  1.0000
262.0000	 10.0000	 20.0381	 41.9279	  0.0000
274.0000	 10.0000	 16.6948	 40.5404	  0.0000
286.0000	 10.0000	 26.6504	-60.0000	  0.0000
298.0000	 10.0000	 29.4663	-60.7749	  0.0000
310.0000	 10.0000	 46.7186	-25.0000	  0.0000
322.0000	 10.0000	-71.2451	 -5.0000	  0.0000
334.0000	 10.0000	-61.2451	-20.0000	  0.0000
346.0000	 10.0000	 10.0000	 14.6521	  0.0000
358.0000	 10.0000	     nan	     nan	  1.0000
370.0000	 10.0000	     nan	     nan	  1.0000
382.0000	 10.0000	-85.0000	 75.0000	  0.0000
394.0000	 10.0000	     nan	     nan	  1.0000
406.0000	 10.0000	     nan	     nan	  1.0000
418.0000	 10.0000	     nan	     nan	  1.0000
430.0000	 10.0000	 10.0000	 17.6958	  0.0000
442.0000	 10.0000	     nan	     nan	  1.0000
454.0000	 10.0000	     nan	     nan	  1.0000
466.0000	 10.0000	     nan	     nan	  1.0000
478.0000	 10.0000	     nan	     nan	  1.0000
490.0000	 10.0000	     nan	     nan	  1.0000
502.0000	 10.0000	     nan	     nan	  1.0000
